,Country,Job Title,Rural,Quantity,Percentage
5422,Sweden,No job,Urban,3947,4090.58%
5425,Germany,No job,Urban,3947,4090.58%
5426,Italy,No job,Urban,3947,4090.58%
5430,Spain,No job,Urban,3947,4090.58%
5431,Germany,No job,Urban,3947,4090.58%
5432,Great Britain,No job,Urban,3947,4090.58%
5439,Finland,No job,Urban,3947,4090.58%
5440,France,No job,Urban,3947,4090.58%
5442,Spain,No job,Urban,3947,4090.58%
5443,Great Britain,No job,Urban,3947,4090.58%
5445,Czechia,No job,Urban,3947,4090.58%
5448,Great Britain,No job,Urban,3947,4090.58%
5451,Latvia,No job,Urban,3947,4090.58%
5454,Germany,No job,Urban,3947,4090.58%
5456,Italy,No job,Urban,3947,4090.58%
5459,Italy,No job,Urban,3947,4090.58%
5460,Spain,No job,Urban,3947,4090.58%
5463,Romania,No job,Urban,3947,4090.58%
5464,Spain,No job,Urban,3947,4090.58%
5467,Netherlands,No job,Urban,3947,4090.58%
5468,Netherlands,No job,Urban,3947,4090.58%
5471,Sweden,No job,Rural,3947,4090.58%
5472,Poland,No job,Urban,3947,4090.58%
5475,Germany,No job,Urban,3947,4090.58%
5476,Spain,No job,Urban,3947,4090.58%
5478,Germany,No job,Urban,3947,4090.58%
5479,France,No job,Urban,3947,4090.58%
5480,Spain,No job,Urban,3947,4090.58%
5481,Spain,No job,Urban,3947,4090.58%
5482,Slovakia,No job,Urban,3947,4090.58%
5484,Ireland,No job,Urban,3947,4090.58%
5486,Hungary,No job,Urban,3947,4090.58%
5488,France,No job,Urban,3947,4090.58%
5489,Germany,No job,Urban,3947,4090.58%
5490,Great Britain,No job,Urban,3947,4090.58%
5491,Poland,No job,Urban,3947,4090.58%
5492,Netherlands,No job,Urban,3947,4090.58%
5496,Estonia,No job,Urban,3947,4090.58%
5499,Germany,No job,Urban,3947,4090.58%
5501,Poland,No job,Urban,3947,4090.58%
5502,Great Britain,No job,Urban,3947,4090.58%
5503,Finland,No job,Urban,3947,4090.58%
5505,Italy,No job,Urban,3947,4090.58%
5512,Ireland,No job,Urban,3947,4090.58%
5515,Greece,No job,Urban,3947,4090.58%
5522,Germany,No job,Urban,3947,4090.58%
5524,Germany,No job,Urban,3947,4090.58%
5527,Denmark,No job,Urban,3947,4090.58%
5532,Germany,No job,Urban,3947,4090.58%
5536,France,No job,Urban,3947,4090.58%
5537,Italy,No job,Urban,3947,4090.58%
5540,France,No job,Urban,3947,4090.58%
5542,Germany,No job,Urban,3947,4090.58%
5543,France,No job,Urban,3947,4090.58%
5547,Sweden,No job,Urban,3947,4090.58%
5551,Great Britain,No job,Urban,3947,4090.58%
5552,Germany,No job,Urban,3947,4090.58%
5553,France,No job,Rural,3947,4090.58%
5555,Netherlands,No job,Urban,3947,4090.58%
5556,Greece,No job,Urban,3947,4090.58%
5557,Germany,No job,Rural,3947,4090.58%
5559,Poland,No job,Urban,3947,4090.58%
5563,Denmark,No job,Rural,3947,4090.58%
5565,Ireland,No job,Urban,3947,4090.58%
5566,Greece,No job,Urban,3947,4090.58%
5567,Italy,No job,Urban,3947,4090.58%
5571,Great Britain,No job,Rural,3947,4090.58%
5573,France,No job,Urban,3947,4090.58%
5575,Germany,No job,Urban,3947,4090.58%
5576,Sweden,No job,Urban,3947,4090.58%
5577,Finland,No job,Urban,3947,4090.58%
5580,Italy,No job,Urban,3947,4090.58%
5581,Netherlands,No job,Urban,3947,4090.58%
5582,Spain,No job,Urban,3947,4090.58%
5587,Romania,No job,Urban,3947,4090.58%
5588,Denmark,No job,Urban,3947,4090.58%
5590,Spain,No job,Urban,3947,4090.58%
5592,Great Britain,No job,Urban,3947,4090.58%
5593,Great Britain,No job,Urban,3947,4090.58%
5594,Great Britain,No job,Urban,3947,4090.58%
5595,Romania,No job,Urban,3947,4090.58%
5598,Germany,No job,Urban,3947,4090.58%
5599,Spain,No job,Urban,3947,4090.58%
5601,Germany,No job,Urban,3947,4090.58%
5603,France,No job,Urban,3947,4090.58%
5604,Germany,No job,Urban,3947,4090.58%
5610,Italy,No job,Urban,3947,4090.58%
5613,Austria,No job,Urban,3947,4090.58%
5616,Great Britain,No job,Urban,3947,4090.58%
5618,Netherlands,No job,Urban,3947,4090.58%
5619,Romania,No job,Urban,3947,4090.58%
5621,Spain,No job,Urban,3947,4090.58%
5622,Spain,No job,Urban,3947,4090.58%
5625,Italy,No job,Urban,3947,4090.58%
5626,Italy,No job,Urban,3947,4090.58%
5630,Italy,No job,Urban,3947,4090.58%
5636,Netherlands,No job,Urban,3947,4090.58%
5638,Great Britain,No job,Rural,3947,4090.58%
5639,Great Britain,No job,Urban,3947,4090.58%
5642,Spain,No job,Urban,3947,4090.58%
5643,Spain,No job,Urban,3947,4090.58%
5646,Spain,No job,Urban,3947,4090.58%
5648,Italy,No job,Urban,3947,4090.58%
5651,Italy,No job,Urban,3947,4090.58%
5654,France,No job,Urban,3947,4090.58%
5657,Italy,No job,Urban,3947,4090.58%
5658,Great Britain,No job,Urban,3947,4090.58%
5659,Italy,No job,Urban,3947,4090.58%
5661,Romania,No job,Urban,3947,4090.58%
5662,France,No job,Urban,3947,4090.58%
5664,Spain,No job,Urban,3947,4090.58%
5669,Great Britain,No job,Urban,3947,4090.58%
5672,Great Britain,No job,Urban,3947,4090.58%
5675,Spain,No job,Urban,3947,4090.58%
5678,Germany,No job,Rural,3947,4090.58%
5679,Spain,No job,Urban,3947,4090.58%
5680,France,No job,Urban,3947,4090.58%
5682,Germany,No job,Urban,3947,4090.58%
5684,Poland,No job,Urban,3947,4090.58%
5685,Netherlands,No job,Urban,3947,4090.58%
5687,Germany,No job,Urban,3947,4090.58%
5691,Hungary,No job,Urban,3947,4090.58%
5692,Italy,No job,Rural,3947,4090.58%
5694,Spain,No job,Urban,3947,4090.58%
5695,Spain,No job,Urban,3947,4090.58%
5698,Croatia,No job,Urban,3947,4090.58%
5700,Italy,No job,Urban,3947,4090.58%
5701,Great Britain,No job,Urban,3947,4090.58%
5702,Greece,No job,Urban,3947,4090.58%
5703,Netherlands,No job,Urban,3947,4090.58%
5706,Italy,No job,Urban,3947,4090.58%
5708,Germany,No job,Urban,3947,4090.58%
5709,Hungary,No job,Urban,3947,4090.58%
5713,Great Britain,No job,Urban,3947,4090.58%
5714,Great Britain,No job,Urban,3947,4090.58%
5715,Great Britain,No job,Urban,3947,4090.58%
5720,Poland,No job,Urban,3947,4090.58%
5723,Sweden,No job,Urban,3947,4090.58%
5724,Germany,No job,Urban,3947,4090.58%
5728,Great Britain,No job,Urban,3947,4090.58%
5729,Croatia,No job,Urban,3947,4090.58%
5730,France,No job,Urban,3947,4090.58%
5735,Portugal,No job,Urban,3947,4090.58%
5737,Spain,No job,Urban,3947,4090.58%
5738,Italy,No job,Urban,3947,4090.58%
5742,Poland,No job,Urban,3947,4090.58%
5745,Great Britain,No job,Urban,3947,4090.58%
5747,Austria,No job,Rural,3947,4090.58%
5748,Italy,No job,Urban,3947,4090.58%
5750,Great Britain,No job,Urban,3947,4090.58%
5753,Sweden,No job,Urban,3947,4090.58%
5754,France,No job,Urban,3947,4090.58%
5755,Poland,No job,Urban,3947,4090.58%
5756,Netherlands,No job,Urban,3947,4090.58%
5757,Romania,No job,Urban,3947,4090.58%
5758,Germany,No job,Rural,3947,4090.58%
5761,Germany,No job,Urban,3947,4090.58%
5763,France,No job,Rural,3947,4090.58%
5767,Germany,No job,Urban,3947,4090.58%
5771,Great Britain,No job,Urban,3947,4090.58%
5772,Italy,No job,Urban,3947,4090.58%
5776,Spain,No job,Urban,3947,4090.58%
5780,Greece,No job,Urban,3947,4090.58%
5782,France,No job,Urban,3947,4090.58%
5783,Austria,No job,Urban,3947,4090.58%
5784,Austria,No job,Urban,3947,4090.58%
5785,Italy,No job,Urban,3947,4090.58%
5786,Germany,No job,Urban,3947,4090.58%
5787,Italy,No job,Urban,3947,4090.58%
5789,Austria,No job,Rural,3947,4090.58%
5790,Poland,No job,Rural,3947,4090.58%
5791,France,No job,Urban,3947,4090.58%
5794,Italy,No job,Urban,3947,4090.58%
5797,Poland,No job,Urban,3947,4090.58%
5798,Italy,No job,Urban,3947,4090.58%
5799,Great Britain,No job,Urban,3947,4090.58%
5800,France,No job,Urban,3947,4090.58%
5801,Spain,No job,Urban,3947,4090.58%
5806,Italy,No job,Urban,3947,4090.58%
5807,Portugal,No job,Urban,3947,4090.58%
5809,Netherlands,No job,Urban,3947,4090.58%
5810,France,No job,Urban,3947,4090.58%
5814,Bulgaria,No job,Urban,3947,4090.58%
5820,France,No job,Urban,3947,4090.58%
5821,Belgium,No job,Urban,3947,4090.58%
5824,Netherlands,No job,Urban,3947,4090.58%
5826,Spain,No job,Urban,3947,4090.58%
5828,Germany,No job,Urban,3947,4090.58%
5830,France,No job,Urban,3947,4090.58%
5832,Spain,No job,Urban,3947,4090.58%
5834,Italy,No job,Urban,3947,4090.58%
5836,Croatia,No job,Urban,3947,4090.58%
5838,Germany,No job,Urban,3947,4090.58%
5840,Germany,No job,Urban,3947,4090.58%
5841,France,No job,Urban,3947,4090.58%
5842,Great Britain,No job,Urban,3947,4090.58%
5844,Great Britain,No job,Urban,3947,4090.58%
5845,Germany,No job,Urban,3947,4090.58%
5846,Netherlands,No job,Urban,3947,4090.58%
5855,Great Britain,No job,Urban,3947,4090.58%
5857,Italy,No job,Urban,3947,4090.58%
5860,Italy,No job,Urban,3947,4090.58%
5861,Poland,No job,Urban,3947,4090.58%
5862,Belgium,No job,Urban,3947,4090.58%
5864,Great Britain,No job,Urban,3947,4090.58%
5867,Poland,No job,Urban,3947,4090.58%
5870,France,No job,Urban,3947,4090.58%
5873,Poland,No job,Urban,3947,4090.58%
5875,Spain,No job,Urban,3947,4090.58%
5877,Germany,No job,Urban,3947,4090.58%
5879,Germany,No job,Urban,3947,4090.58%
5880,Great Britain,No job,Urban,3947,4090.58%
5883,Finland,No job,Urban,3947,4090.58%
5891,Germany,No job,Urban,3947,4090.58%
5894,Italy,No job,Urban,3947,4090.58%
5896,France,No job,Rural,3947,4090.58%
5899,Romania,No job,Urban,3947,4090.58%
5901,France,No job,Urban,3947,4090.58%
5902,Romania,No job,Urban,3947,4090.58%
5904,Netherlands,No job,Urban,3947,4090.58%
5906,Great Britain,No job,Urban,3947,4090.58%
5907,Italy,No job,Urban,3947,4090.58%
5909,Great Britain,No job,Urban,3947,4090.58%
5911,Italy,No job,Urban,3947,4090.58%
5912,Hungary,No job,Urban,3947,4090.58%
5915,Denmark,No job,Urban,3947,4090.58%
5920,Poland,No job,Urban,3947,4090.58%
5921,Italy,No job,Urban,3947,4090.58%
5922,Germany,No job,Urban,3947,4090.58%
5923,Poland,No job,Urban,3947,4090.58%
5924,Czechia,No job,Urban,3947,4090.58%
5926,Great Britain,No job,Urban,3947,4090.58%
5928,Spain,No job,Urban,3947,4090.58%
5929,Italy,No job,Urban,3947,4090.58%
5931,Netherlands,No job,Urban,3947,4090.58%
5936,Italy,No job,Urban,3947,4090.58%
5937,Poland,No job,Urban,3947,4090.58%
5939,Poland,No job,Urban,3947,4090.58%
5940,France,No job,Urban,3947,4090.58%
5945,Netherlands,No job,Urban,3947,4090.58%
5950,Greece,No job,Urban,3947,4090.58%
5951,Great Britain,No job,Urban,3947,4090.58%
5953,Spain,No job,Urban,3947,4090.58%
5954,Germany,No job,Urban,3947,4090.58%
5955,Croatia,No job,Urban,3947,4090.58%
5956,Romania,No job,Urban,3947,4090.58%
5957,Great Britain,No job,Rural,3947,4090.58%
5959,Italy,No job,Urban,3947,4090.58%
5961,Italy,No job,Urban,3947,4090.58%
5962,Czechia,No job,Urban,3947,4090.58%
5966,Germany,No job,Urban,3947,4090.58%
5967,Great Britain,No job,Urban,3947,4090.58%
5968,Belgium,No job,Urban,3947,4090.58%
5970,Belgium,No job,Urban,3947,4090.58%
5972,Italy,No job,Urban,3947,4090.58%
5974,Netherlands,No job,Urban,3947,4090.58%
5975,Spain,No job,Urban,3947,4090.58%
5977,Greece,No job,Urban,3947,4090.58%
5980,Germany,No job,Rural,3947,4090.58%
5983,Germany,No job,Urban,3947,4090.58%
5984,Germany,No job,Urban,3947,4090.58%
5987,Poland,No job,Urban,3947,4090.58%
5989,Italy,No job,Urban,3947,4090.58%
5990,France,No job,Urban,3947,4090.58%
5993,Netherlands,No job,Urban,3947,4090.58%
5995,Germany,No job,Urban,3947,4090.58%
5996,France,No job,Urban,3947,4090.58%
5997,Italy,No job,Urban,3947,4090.58%
5998,Denmark,No job,Urban,3947,4090.58%
6000,Germany,No job,Urban,3947,4090.58%
6001,Italy,No job,Urban,3947,4090.58%
6007,Poland,No job,Urban,3947,4090.58%
6008,Great Britain,No job,Urban,3947,4090.58%
6012,Greece,No job,Urban,3947,4090.58%
6015,Portugal,No job,Urban,3947,4090.58%
6016,Czechia,No job,Urban,3947,4090.58%
6019,Germany,No job,Urban,3947,4090.58%
6020,Italy,No job,Urban,3947,4090.58%
6023,Germany,No job,Urban,3947,4090.58%
6024,Italy,No job,Urban,3947,4090.58%
6026,France,No job,Urban,3947,4090.58%
6027,Italy,No job,Urban,3947,4090.58%
6028,Estonia,No job,Urban,3947,4090.58%
6029,Portugal,No job,Urban,3947,4090.58%
6033,Great Britain,No job,Urban,3947,4090.58%
6036,Germany,No job,Urban,3947,4090.58%
6038,Great Britain,No job,Rural,3947,4090.58%
6039,Netherlands,No job,Urban,3947,4090.58%
6040,France,No job,Urban,3947,4090.58%
6041,France,No job,Urban,3947,4090.58%
6043,Italy,No job,Urban,3947,4090.58%
6048,France,No job,Rural,3947,4090.58%
6050,Bulgaria,No job,Urban,3947,4090.58%
6052,Spain,No job,Urban,3947,4090.58%
6055,Netherlands,No job,Urban,3947,4090.58%
6062,Great Britain,No job,Urban,3947,4090.58%
6063,Great Britain,No job,Rural,3947,4090.58%
6067,Great Britain,No job,Urban,3947,4090.58%
6070,France,No job,Urban,3947,4090.58%
6073,France,No job,Urban,3947,4090.58%
6077,Greece,No job,Urban,3947,4090.58%
6080,Italy,No job,Urban,3947,4090.58%
6084,Great Britain,No job,Urban,3947,4090.58%
6085,Great Britain,No job,Urban,3947,4090.58%
6087,Romania,No job,Urban,3947,4090.58%
6091,Italy,No job,Urban,3947,4090.58%
6093,Italy,No job,Urban,3947,4090.58%
6094,Spain,No job,Urban,3947,4090.58%
6095,Italy,No job,Urban,3947,4090.58%
6096,France,No job,Urban,3947,4090.58%
6098,Spain,No job,Urban,3947,4090.58%
6101,France,No job,Urban,3947,4090.58%
6102,France,No job,Urban,3947,4090.58%
6105,Great Britain,No job,Urban,3947,4090.58%
6107,Italy,No job,Urban,3947,4090.58%
6108,Sweden,No job,Rural,3947,4090.58%
6111,Spain,No job,Urban,3947,4090.58%
6116,Spain,No job,Urban,3947,4090.58%
6117,Hungary,No job,Rural,3947,4090.58%
6118,Germany,No job,Urban,3947,4090.58%
6119,Bulgaria,No job,Urban,3947,4090.58%
6120,Spain,No job,Urban,3947,4090.58%
6125,Italy,No job,Urban,3947,4090.58%
6128,France,No job,Urban,3947,4090.58%
6131,Czechia,No job,Urban,3947,4090.58%
6135,Germany,No job,Rural,3947,4090.58%
6137,Portugal,No job,Urban,3947,4090.58%
6144,Poland,No job,Urban,3947,4090.58%
6145,Germany,No job,Urban,3947,4090.58%
6146,Austria,No job,Urban,3947,4090.58%
6148,Great Britain,No job,Urban,3947,4090.58%
6152,Germany,No job,Urban,3947,4090.58%
6156,France,No job,Urban,3947,4090.58%
6160,France,No job,Urban,3947,4090.58%
6161,Portugal,No job,Urban,3947,4090.58%
6165,Belgium,No job,Urban,3947,4090.58%
6166,Great Britain,No job,Urban,3947,4090.58%
6167,France,No job,Urban,3947,4090.58%
6168,Poland,No job,Urban,3947,4090.58%
6170,Great Britain,No job,Urban,3947,4090.58%
6173,France,No job,Urban,3947,4090.58%
6174,Great Britain,No job,Urban,3947,4090.58%
6178,Germany,No job,Urban,3947,4090.58%
6180,Denmark,No job,Urban,3947,4090.58%
6181,Sweden,No job,Urban,3947,4090.58%
6182,Germany,No job,Urban,3947,4090.58%
6185,Italy,No job,Urban,3947,4090.58%
6186,Netherlands,No job,Urban,3947,4090.58%
6188,Great Britain,No job,Urban,3947,4090.58%
6189,Hungary,No job,Urban,3947,4090.58%
6192,Germany,No job,Urban,3947,4090.58%
6193,Great Britain,No job,Urban,3947,4090.58%
6194,Bulgaria,No job,Urban,3947,4090.58%
6197,Greece,No job,Urban,3947,4090.58%
6202,Czechia,No job,Urban,3947,4090.58%
6207,Great Britain,No job,Urban,3947,4090.58%
6208,France,No job,Urban,3947,4090.58%
6209,Poland,No job,Urban,3947,4090.58%
6218,Germany,No job,Urban,3947,4090.58%
6219,Belgium,No job,Urban,3947,4090.58%
6220,Belgium,No job,Urban,3947,4090.58%
6222,Greece,No job,Urban,3947,4090.58%
6226,Spain,No job,Urban,3947,4090.58%
6227,Great Britain,No job,Urban,3947,4090.58%
6228,Germany,No job,Urban,3947,4090.58%
6230,Italy,No job,Urban,3947,4090.58%
6232,France,No job,Urban,3947,4090.58%
6233,Spain,No job,Urban,3947,4090.58%
6239,Belgium,No job,Urban,3947,4090.58%
6242,Germany,No job,Urban,3947,4090.58%
6247,Spain,No job,Urban,3947,4090.58%
6250,Italy,No job,Urban,3947,4090.58%
6251,Italy,No job,Urban,3947,4090.58%
6255,Poland,No job,Urban,3947,4090.58%
6259,Germany,No job,Urban,3947,4090.58%
6265,Bulgaria,No job,Urban,3947,4090.58%
6266,Spain,No job,Urban,3947,4090.58%
6272,Germany,No job,Urban,3947,4090.58%
6273,Germany,No job,Urban,3947,4090.58%
6276,Czechia,No job,Urban,3947,4090.58%
6284,Cyprus,No job,Urban,3947,4090.58%
6287,Romania,No job,Urban,3947,4090.58%
6288,Ireland,No job,Urban,3947,4090.58%
6289,Germany,No job,Rural,3947,4090.58%
6291,Denmark,No job,Urban,3947,4090.58%
6292,Great Britain,No job,Urban,3947,4090.58%
6300,Great Britain,No job,Urban,3947,4090.58%
6301,Great Britain,No job,Urban,3947,4090.58%
6302,Spain,No job,Rural,3947,4090.58%
6310,Great Britain,No job,Urban,3947,4090.58%
6314,Poland,No job,Urban,3947,4090.58%
6317,Great Britain,No job,Urban,3947,4090.58%
6319,Portugal,No job,Rural,3947,4090.58%
6320,Great Britain,No job,Urban,3947,4090.58%
6321,Greece,No job,Urban,3947,4090.58%
6328,Poland,No job,Rural,3947,4090.58%
6329,Great Britain,No job,Urban,3947,4090.58%
6330,Germany,No job,Urban,3947,4090.58%
6333,Poland,No job,Urban,3947,4090.58%
6338,Italy,No job,Urban,3947,4090.58%
6339,Poland,No job,Urban,3947,4090.58%
6343,Germany,No job,Urban,3947,4090.58%
6344,Poland,No job,Urban,3947,4090.58%
6346,Poland,No job,Urban,3947,4090.58%
6347,France,No job,Urban,3947,4090.58%
6348,Great Britain,No job,Urban,3947,4090.58%
6352,Poland,No job,Urban,3947,4090.58%
6353,Poland,No job,Rural,3947,4090.58%
6356,France,No job,Urban,3947,4090.58%
6358,Great Britain,No job,Urban,3947,4090.58%
6361,France,No job,Urban,3947,4090.58%
6366,Hungary,No job,Urban,3947,4090.58%
6374,Lithuania,No job,Urban,3947,4090.58%
6375,Poland,No job,Urban,3947,4090.58%
6376,Hungary,No job,Urban,3947,4090.58%
6385,Poland,No job,Urban,3947,4090.58%
6393,Germany,No job,Rural,3947,4090.58%
6397,Germany,No job,Urban,3947,4090.58%
6401,Slovakia,No job,Urban,3947,4090.58%
6402,Bulgaria,No job,Urban,3947,4090.58%
6403,France,No job,Urban,3947,4090.58%
6407,Germany,No job,Urban,3947,4090.58%
6410,Italy,No job,Urban,3947,4090.58%
6411,Italy,No job,Urban,3947,4090.58%
6413,Italy,No job,Rural,3947,4090.58%
6415,Germany,No job,Urban,3947,4090.58%
6419,Greece,No job,Urban,3947,4090.58%
6420,France,No job,Urban,3947,4090.58%
6421,Netherlands,No job,Urban,3947,4090.58%
6425,Malta,No job,Urban,3947,4090.58%
6427,France,No job,Urban,3947,4090.58%
6429,Denmark,No job,Rural,3947,4090.58%
6432,Italy,No job,Urban,3947,4090.58%
6433,Spain,No job,Urban,3947,4090.58%
6434,Italy,No job,Urban,3947,4090.58%
6435,Poland,No job,Urban,3947,4090.58%
6436,Italy,No job,Urban,3947,4090.58%
6441,Spain,No job,Urban,3947,4090.58%
6442,France,No job,Urban,3947,4090.58%
6444,Germany,No job,Urban,3947,4090.58%
6445,Great Britain,No job,Urban,3947,4090.58%
6447,Poland,No job,Urban,3947,4090.58%
6449,Italy,No job,Urban,3947,4090.58%
6451,France,No job,Urban,3947,4090.58%
6457,Great Britain,No job,Urban,3947,4090.58%
6458,Sweden,No job,Urban,3947,4090.58%
6462,France,No job,Urban,3947,4090.58%
6464,Greece,No job,Urban,3947,4090.58%
6466,Finland,No job,Urban,3947,4090.58%
6470,Spain,No job,Urban,3947,4090.58%
6471,Poland,No job,Urban,3947,4090.58%
6472,Poland,No job,Urban,3947,4090.58%
6475,Great Britain,No job,Urban,3947,4090.58%
6476,Spain,No job,Urban,3947,4090.58%
6480,Germany,No job,Urban,3947,4090.58%
6481,Finland,No job,Rural,3947,4090.58%
6484,Great Britain,No job,Urban,3947,4090.58%
6486,Poland,No job,Urban,3947,4090.58%
6488,Denmark,No job,Urban,3947,4090.58%
6492,France,No job,Urban,3947,4090.58%
6496,Bulgaria,No job,Urban,3947,4090.58%
6498,Spain,No job,Urban,3947,4090.58%
6500,Netherlands,No job,Urban,3947,4090.58%
6503,France,No job,Rural,3947,4090.58%
6505,France,No job,Urban,3947,4090.58%
6509,Poland,No job,Urban,3947,4090.58%
6510,France,No job,Urban,3947,4090.58%
6513,Great Britain,No job,Urban,3947,4090.58%
6515,Poland,No job,Urban,3947,4090.58%
6517,Hungary,No job,Urban,3947,4090.58%
6520,Spain,No job,Urban,3947,4090.58%
6521,Greece,No job,Urban,3947,4090.58%
6522,France,No job,Rural,3947,4090.58%
6523,Germany,No job,Urban,3947,4090.58%
6526,Spain,No job,Urban,3947,4090.58%
6529,Italy,No job,Urban,3947,4090.58%
6530,Great Britain,No job,Urban,3947,4090.58%
6533,Finland,No job,Urban,3947,4090.58%
6534,Czechia,No job,Urban,3947,4090.58%
6535,Czechia,No job,Rural,3947,4090.58%
6538,Spain,No job,Rural,3947,4090.58%
6540,Germany,No job,Rural,3947,4090.58%
6543,Great Britain,No job,Urban,3947,4090.58%
6544,Italy,No job,Urban,3947,4090.58%
6547,Great Britain,No job,Urban,3947,4090.58%
6552,Italy,No job,Urban,3947,4090.58%
6557,France,No job,Urban,3947,4090.58%
6560,Great Britain,No job,Urban,3947,4090.58%
6568,Great Britain,No job,Urban,3947,4090.58%
6569,Spain,No job,Urban,3947,4090.58%
6570,Sweden,No job,Urban,3947,4090.58%
6571,France,No job,Urban,3947,4090.58%
6573,France,No job,Urban,3947,4090.58%
6578,Germany,No job,Rural,3947,4090.58%
6579,Great Britain,No job,Urban,3947,4090.58%
6581,France,No job,Urban,3947,4090.58%
6585,Greece,No job,Urban,3947,4090.58%
6586,Greece,No job,Urban,3947,4090.58%
6588,Italy,No job,Rural,3947,4090.58%
6589,Netherlands,No job,Urban,3947,4090.58%
6593,Germany,No job,Urban,3947,4090.58%
6594,Poland,No job,Urban,3947,4090.58%
6597,Great Britain,No job,Urban,3947,4090.58%
6598,Spain,No job,Rural,3947,4090.58%
6599,Germany,No job,Urban,3947,4090.58%
6605,Great Britain,No job,Urban,3947,4090.58%
6608,Germany,No job,Urban,3947,4090.58%
6613,France,No job,Urban,3947,4090.58%
6614,Belgium,No job,Urban,3947,4090.58%
6616,Poland,No job,Urban,3947,4090.58%
6618,Germany,No job,Urban,3947,4090.58%
6620,Poland,No job,Urban,3947,4090.58%
6621,Great Britain,No job,Urban,3947,4090.58%
6624,Italy,No job,Urban,3947,4090.58%
